_id,job_url,benefits[0],benefits[1],benefits[2],benefits[3],benefits[4],benefits[5],benefits[6],benefits[7],benefits[8],benefits[9],benefits[10],benefits[11],benefits[12],benefits[13],benefits[14],company,crawl_at,deadline,employment_type,experience,industry,job_description[0],job_description[1],job_description[2],job_description[3],job_description[4],job_description[5],job_description[6],job_description[7],job_description[8],job_description[9],job_description[10],job_description[11],job_description[12],job_description[13],job_description[14],job_description[15],job_description[16],job_description[17],job_description[18],job_description[19],job_description[20],job_description[21],job_description[22],job_description[23],job_description[24],job_description[25],job_description[26],job_description[27],job_description[28],job_description[29],job_description[30],job_description[31],job_requirement[0],job_requirement[1],job_requirement[2],job_requirement[3],job_requirement[4],job_requirement[5],job_requirement[6],job_requirement[7],job_requirement[8],job_requirement[9],job_requirement[10],job_requirement[11],job_requirement[12],job_requirement[13],job_requirement[14],job_requirement[15],job_requirement[16],job_requirement[17],job_requirement[18],job_requirement[19],job_requirement[20],job_requirement[21],job_requirement[22],job_requirement[23],job_requirement[24],job_requirement[25],job_requirement[26],job_requirement[27],job_requirement[28],job_requirement[29],job_requirement[30],job_requirement[31],job_requirement[32],job_requirement[33],job_requirement[34],job_requirement[35],job_requirement[36],level,location[0],location[1],location[2],other_info[0],other_info[1],other_info[2],other_info[3],other_info[4],other_info[5],other_info[6],other_info[7],other_info[8],other_info[9],other_info[10],salary,skills[0],skills[1],skills[2],skills[3],skills[4],skills[5],skills[6],skills[7],skills[8],skills[9],skills[10],skills[11],skills[12],skills[13],skills[14],skills[15],skills[16],skills[17],skills[18],skills[19],skills[20],skills[21],skills[22],skills[23],skills[24],skills[25],skills[26],source,title,updated_at
69480925cb490f02d21a373a,https://careerviet.vn/vi/tim-viec-lam/ky-su-du-an-intern-full-time-fresher-are-welcome.35C5FBD7.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Xe đưa đón,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao,,CÔNG TY TNHH NETMARKS VIỆT NAM,2025-12-21T21:50:13.325Z,18/01/2026,"Nhân viên chính thức, Thực tập",Chưa có kinh nghiệm,CNTT - Phần cứng / Mạng,"Thi công, bảo trì hệ thống điện nhẹ: mạng, âm thanh, kiểm soát ra vào, camera, bãi xe...","Lập hồ sơ nghiệm thu, thanh toán theo biểu mẫu.","Đọc và triển khai được bản vẽ, chỉ đạo thi công hệ thống điện nhẹ tại công trình.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Cao đẳng,Giới tính: Nam,Độ tuổi: Không giới hạn tuổi,Lương: Lên đến 18 Tr VND,,,,,,,,Lên đến 18 Tr VND,kỹ sư dự ánintern full-time fresher are welcom,project engineer,giám sát dự án,project executive,,,,,,,,,,,,,,,,,,,,,,,,careerviet,"Kỹ Sư Dự Án (Intern Full-Time, Fresher Are Welcome)",20/12/2025
69480925cb490f02d21a373b,https://careerviet.vn/vi/tim-viec-lam/business-analyst-erp.35C61070.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,,,,,,,NHÀ SÁCH TIẾN THỌ,2025-12-21T21:50:13.828Z,30/12/2025,Nhân viên chính thức,1 - 2 Năm,CNTT - Phần mềm,"Phân tích và giám sát hiệu suất các module ERP (Kế toán, Mua hàng, Bán hàng, Kho, Nhân sự…)","Thu thập, làm rõ và chuyển đổi yêu cầu nghiệp vụ của các phòng ban (Mua hàng, Vận hành kinh doanh, Kho vận, Chăm sóc khách hàng...) thành phương án kỹ thuật cho đội phát triển","Nghiên cứu, phối hợp hướng dẫn cho người dùng về các chức năng sẵn có của hệ thống ERP Odoo","Phối hợp với các thành viên khác trong phòng IT để lập kế hoạch ra mắt, quản lý phiên bản, kiểm thử và triển khai các bản nâng cấp hệ thống",Xây dựng báo cáo dashboard,"Điều phối và hỗ trợ xử lý sự cố, đảm bảo SLA cho người dùng nội bộ",Quản lý dữ liệu và quy trình di cư dữ liệu (data migration) khi nâng cấp hoặc tích hợp với hệ thống khác,"Đào tạo người dùng nội bộ và chuyển giao kiến thức cho các thành viên level thấp hơn như Intern, Junior BA",,,,,,,,,,,,,,,,,,,,,,,,,"Học vấn: Tốt nghiệp Đại học các ngành Kinh tế, tài chính, CNTT, Hệ thống thông tin quản lý ....",Có kinh nghiệm từ 1-2 năm tại vị trí Business Analyst,Kỹ năng giao tiếp và giải quyết vấn đề tốt,Ưu tiên sử dụng các công cụ vẽ quy trình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Đại học,Độ tuổi: Không giới hạn tuổi,Lương: 12 Tr - 25 Tr VND,,,,,,,,,12 Tr - 25 Tr VND,,,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Business Analyst ERP,13/12/2025
69480926cb490f02d21a373c,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-hcns-tong-hop.35C61F0D.html,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,,,,,,,,,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN HUDLAND,2025-12-21T21:50:14.281Z,06/01/2026,Nhân viên chính thức,Trên 3 Năm,"Hành chính / Thư ký , CNTT - Phần mềm , Nhân sự",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Đại học,Độ tuổi: Không giới hạn tuổi,Lương: Cạnh tranh,,,,,,,,,Cạnh tranh,,,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Chuyên Viên HCNS Tổng Hợp,15/12/2025
69480926cb490f02d21a373d,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cong-nghe-thong-tin-chuyen-doi-so.35C61F0C.html,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,,,,,,,,,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN HUDLAND,2025-12-21T21:50:14.837Z,06/01/2026,Nhân viên chính thức,Trên 5 Năm,"Dịch vụ khách hàng , Hành chính / Thư ký , CNTT - Phần mềm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Cao đẳng,Độ tuổi: Không giới hạn tuổi,Lương: Cạnh tranh,,,,,,,,,Cạnh tranh,chuyên viên công nghệ thông tin – chuyển đổi số,nhân viên công nghệ thông tin,nhân viên kỹ thuật cntt,kỹ thuật viên,technician,nhân viên kỹ thuật,nhân viên phòng kỹ thuật,kỹ sư công nghệ thông tin,it engineer,information technology engineer,kỹ sư cntt,,,,,,,,,,,,,,,,,careerviet,Chuyên Viên Công Nghệ Thông Tin – Chuyển Đổi Số,15/12/2025
69480935cb490f02d21a373e,https://careerviet.vn/vi/tim-viec-lam/data-analyst.35C61FAE.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao,,,,,Công ty Cổ phần CANIFA,2025-12-21T21:50:29.490Z,30/12/2025,Nhân viên chính thức,2 - 5 Năm,CNTT - Phần mềm,"Sử dụng công cụ để phân tích thông tin của Doanh nghiệp dựa trên hệ thống BI, nguồn dữ liệu sẵn có, trên Internet.","Phân tích chân dung, hành vi, nhu cầu tiêu dùng của khách hàng theo yêu cầu","Tổng hợp, phân tích, báo cáo chuyên sâu về hàng hóa, điểm bán và đưa ra tư vấn phù hợp","Thực hiện các báo cáo, các yêu cầu khác nếu có",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tốt nghiệp Đại học trở lên các chuyên ngành Kinh tế, tài chính kế toán,...","Tối thiểu 2 năm kinh nghiệm vai trò BI hoặc Phân tích dữ liệu, ưu tiên trong lĩnh vực Bán lẻ/ Thương mại điện tử/ Marketing/ Digital Marketing",Có chứng chỉ Phân tích dữ liệu là lợi thế; đọc hiểu Tiếng Anh chuyên ngành.,"Kỹ năng: tìm kiếm, phân tích, thống kê, tổng hợp dữ liệu; kỹ năng trình bày và giao tiếp; làm việc nhóm và làm việc độc lập; hình ảnh hóa dữ liệu và gợi ý hành động",Kiến thức: Bán lẻ/Thương mại điện tử/Marketing,"Yêu cầu khác: Cẩn thận, tỉ mỉ, chủ động, ham học hỏi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Đại học,Độ tuổi: 24 - 35,Lương: 15 Tr - 25 Tr VND,,,,,,,,,15 Tr - 25 Tr VND,data analyst,chuyên viên phân tích dữ liệu,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Data Analyst,13/12/2025
69480936cb490f02d21a373f,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-python-odoo.35C61FA3.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao,,,,,Công ty Cổ phần CANIFA,2025-12-21T21:50:29.999Z,31/12/2025,Nhân viên chính thức,1 - 2 Năm,CNTT - Phần mềm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Cao đẳng,Độ tuổi: 22 - 35,Lương: 12 Tr - 18 Tr VND,,,,,,,,,12 Tr - 18 Tr VND,python,odoo,lập trình viên,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Nhân viên Lập trình Python-ODoo,13/12/2025
69480936cb490f02d21a3740,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it-support.35C61FAA.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao,,,,,Công ty Cổ phần CANIFA,2025-12-21T21:50:30.587Z,31/12/2025,Nhân viên chính thức,1 - 3 Năm,CNTT - Phần cứng / Mạng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Đại học,Giới tính: Nam,Độ tuổi: 22 - 35,Lương: 10 Tr - 17 Tr VND,,,,,,,,10 Tr - 17 Tr VND,it support,it helpdesk,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Nhân viên IT support,13/12/2025
69480936cb490f02d21a3741,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-lap-trinh-python-odoo.35C61FA5.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao,,,,,Công ty Cổ phần CANIFA,2025-12-21T21:50:30.970Z,31/12/2025,Nhân viên chính thức,2 - 5 Năm,CNTT - Phần mềm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Cao đẳng,Độ tuổi: 23 - 35,Lương: 16 Tr - 30 Tr VND,,,,,,,,,16 Tr - 30 Tr VND,lập trình viên,python,odoo,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Chuyên viên Lập trình Python-ODoo,13/12/2025
69480937cb490f02d21a3742,https://careerviet.vn/vi/tim-viec-lam/ai-engineer.35C61FA8.html,Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao,,,,,Công ty Cổ phần CANIFA,2025-12-21T21:50:31.518Z,31/12/2025,Nhân viên chính thức,1 - 3 Năm,CNTT - Phần mềm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Đại học,Độ tuổi: 23 - 35,Lương: 16 Tr - 35 Tr VND,,,,,,,,,16 Tr - 35 Tr VND,ai engineer,ml.ai,mlops,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,AI Engineer,13/12/2025
69480938cb490f02d21a3743,https://careerviet.vn/vi/tim-viec-lam/business-analyst-ba.35C62B54.html,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,,,,,,,,,,CÔNG TY TNHH HQ SING,2025-12-21T21:50:32.113Z,31/12/2025,Nhân viên chính thức,1 - 2 Năm,"Bán lẻ / Bán sỉ , CNTT - Phần mềm , CNTT - Phần cứng / Mạng","Thu thập, phân tích yêu cầu nghiệp vụ từ các phòng ban và chuyển đổi thành yêu cầu kỹ thuật cho đội ngũ phát triển.","Là cầu nối giữa nghiệp vụ và kỹ thuật, đảm bảo yêu cầu được hiểu đúng và triển khai đúng.","Viết tài liệu phân tích: BRD, FRD, SRS, User Story, Acceptance Criteria.","Vẽ flow nghiệp vụ, sơ đồ UML/BPMN cho các hệ thống CRM, Sales Automation, Ads Tracking, Chatbot…",Thiết kế mockup/wireframe (Figma) phục vụ phát triển giao diện.,"Phối hợp kiểm thử UAT, hỗ trợ QA và Dev trong suốt sprint.","Xây dựng tài liệu hướng dẫn sử dụng, SOP, video demo tính năng cho người dùng nội bộ.","Báo cáo tiến độ, rủi ro dự án và đề xuất cải tiến nghiệp vụ.",,,,,,,,,,,,,,,,,,,,,,,,,"Tốt nghiệp Đại học CNTT, Hệ thống thông tin, Khoa học máy tính hoặc liên quan.",Từ 6 tháng – 1.5 năm kinh nghiệm BA/IT/Business System.,"Hiểu nghiệp vụ CRM, Sales, Marketing, vận hành doanh nghiệp.","Có khả năng viết tài liệu rõ ràng, tư duy logic, phân tích tốt.","Biết sử dụng Figma, công cụ vẽ flow, đọc hiểu tài liệu tiếng Anh.","Ưu tiên có kinh nghiệm CRM (Bitrix24), automation, data pipeline.","Môi trường làm việc chuyên nghiệp, nhiều dự án thực tế.",Cơ hội phát triển lên BA Senior / Product Owner.,"Được tiếp cận hệ thống CRM, Automation, AI nội bộ.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Độ tuổi: Không giới hạn tuổi,Lương: 12 Tr - 14 Tr VND,,,,,,,,,,12 Tr - 14 Tr VND,business analyst ba,sales analyst,analysts,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,BUSINESS ANALYST (BA),13/12/2025
69480938cb490f02d21a3744,https://careerviet.vn/vi/tim-viec-lam/web-platform-tech-solutions-lead.35C62B4F.html,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,,,,,,,,,,CÔNG TY TNHH HQ SING,2025-12-21T21:50:32.671Z,31/12/2025,Nhân viên chính thức,3 - 5 Năm,"CNTT - Phần mềm , Quảng cáo / Đối ngoại / Truyền Thông , Sản xuất / Vận hành sản xuất","Quản trị tổng thể website: hosting, domain, CDN, SSL, bảo mật, theo dõi uptime, cấu hình caching.","Tối ưu hiệu suất website: Core Web Vitals, Lighthouse, SEO kỹ thuật.","Tư vấn và đề xuất các giải pháp công nghệ mới (AI, AR, nền tảng cộng đồng).","Xây dựng và vận hành diễn đàn/cộng đồng người dùng (Discourse, Flarum, XenForo).",Thiết lập và quản lý đăng nhập liên thông giữa website chính và forum (SSO).,"Phối hợp với designer, developer và vendor để triển khai giao diện và tính năng mới.","Cấu hình và tối ưu Google Analytics 4, Google Search Console; schema, meta tag, robots.txt, sitemap.xml.",Đảm bảo an toàn hệ thống và đề xuất cải tiến kỹ thuật theo xu hướng công nghệ.,,,,,,,,,,,,,,,,,,,,,,,,,Tốt nghiệp Đại học chuyên ngành Công nghệ Thông tin hoặc các ngành liên quan.,3–5 năm kinh nghiệm quản trị website hoặc nền tảng số.,"Thành thạo WordPress hoặc CMS tương đương; hiểu rõ hosting, CDN, bảo mật và tối ưu tốc độ.","Có tư duy hệ thống, khả năng làm việc với team kỹ thuật và nhà cung cấp.",Hiểu biết SEO kỹ thuật; UX/UI là lợi thế.,"Tiếng Anh tốt (đọc hiểu tài liệu, trao đổi kỹ thuật).","Tác phong làm việc kỷ luật, chủ động, có trách nhiệm.","Thu nhập cạnh tranh theo năng lực, xét tăng lương định kỳ.","Làm việc trực tiếp với lãnh đạo, có quyền đề xuất và tham gia quyết định giải pháp kỹ thuật.","Tiếp cận và triển khai các xu hướng công nghệ mới (AI, AR).","Trang bị đầy đủ công cụ làm việc, hình thức làm việc linh hoạt.",Lộ trình phát triển lên Web Platform Manager.,,,,,,,,,,,,,,,,,,,,,,,,,,Trưởng nhóm / Giám sát,Hồ Chí Minh,,,Độ tuổi: Không giới hạn tuổi,Lương: 25 Tr - 30 Tr VND,,,,,,,,,,25 Tr - 30 Tr VND,web platform & tech solutions lead,lập trình,java,php,ios,c/c++,.net,javascript,frontend,nodejs,,,,,,,,,,,,,,,,,,careerviet,Web Platform & Tech Solutions Lead,13/12/2025
69480939cb490f02d21a3745,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-lap-trinh-automation-ai.35C62B55.html,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,,,,,,,,,,CÔNG TY TNHH HQ SING,2025-12-21T21:50:33.137Z,31/12/2025,Nhân viên chính thức,1 - 2 Năm,"Tiếp thị / Marketing , CNTT - Phần mềm , CNTT - Phần cứng / Mạng","Lập trình và triển khai các quy trình tự động hóa bằng Python hoặc RPA (UiPath, Power Automate…).","Tích hợp AI cơ bản: OCR, phân loại văn bản, nhận dạng và xử lý dữ liệu.","Kết nối và làm việc với API, cơ sở dữ liệu phục vụ automation.",Xây dựng các công cụ báo cáo và xử lý dữ liệu tự động.,Phối hợp với các phòng ban để triển khai giải pháp sát nhu cầu thực tế.,"Viết tài liệu kỹ thuật, hướng dẫn sử dụng và vận hành hệ thống.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tốt nghiệp Đại học CNTT, Khoa học máy tính hoặc liên quan.",1–2 năm kinh nghiệm lập trình (ưu tiên automation/RPA).,"Thành thạo Python hoặc công cụ RPA (UiPath, Power Automate…).","Có kiến thức về API, xử lý dữ liệu.",Đọc hiểu tài liệu kỹ thuật tiếng Anh.,"Tư duy logic tốt, chủ động học hỏi công nghệ mới.",Tham gia các dự án Automation & AI thực tế trong doanh nghiệp.,Cơ hội phát triển lên Automation Engineer / AI Engineer.,Môi trường khuyến khích đổi mới và đề xuất giải pháp công nghệ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Độ tuổi: Không giới hạn tuổi,Lương: 14 Tr - 16 Tr VND,,,,,,,,,,14 Tr - 16 Tr VND,CHUYÊN VIÊN LẬP TRÌNH AUTOMATION AI,lập trình viên,web developer,web programmer,,,,,,,,,,,,,,,,,,,,,,,,careerviet,CHUYÊN VIÊN LẬP TRÌNH (AUTOMATION AI),13/12/2025
69480939cb490f02d21a3746,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-to-chuc-trien-khai-va-van-hanh-ung-dung-cntt.35C635E6.html,Laptop,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,,,,,,,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,2025-12-21T21:50:33.607Z,17/01/2026,Nhân viên chính thức,4 - 5 Năm,"CNTT - Phần mềm , CNTT - Phần cứng / Mạng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Bằng cấp: Đại học,Độ tuổi: Không giới hạn tuổi,Lương: 20 Tr - 35 Tr VND,,,,,,,,,20 Tr - 35 Tr VND,,,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Chuyên viên cao cấp Tổ chức Triển khai và Vận hành Ứng dụng CNTT,19/12/2025
6948093bcb490f02d21a3747,https://careerviet.vn/vi/tim-viec-lam/technical-document-engineer.35C635E0.html,Laptop,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,,,,,,CÔNG TY CỔ PHẦN GREMSY,2025-12-21T21:50:35.141Z,31/12/2025,Nhân viên chính thức,1 - 3 Năm,"Cơ khí / Ô tô / Tự động hóa , CNTT - Phần mềm , CNTT - Phần cứng / Mạng","Develop and Maintain Technical DocumentsCreate user manuals, installation guides, SDK/API documentation, and troubleshooting guides for Gremsy products.Write clear, concise, and technically accurate documentation for hardware, firmware, and software aspects of the product.Ensure documentation is consistent with company branding and user experience guidelines.","Create user manuals, installation guides, SDK/API documentation, and troubleshooting guides for Gremsy products.","Write clear, concise, and technically accurate documentation for hardware, firmware, and software aspects of the product.",Ensure documentation is consistent with company branding and user experience guidelines.,Collaborate with Cross-Functional TeamsWork closely with hardware and software engineers to extract technical details and translate them into comprehensive documentation.Coordinate with the support team to document FAQs and common troubleshooting steps.Partner with the marketing team to ensure technical accuracy in product descriptions and promotional materials.,Work closely with hardware and software engineers to extract technical details and translate them into comprehensive documentation.,Coordinate with the support team to document FAQs and common troubleshooting steps.,Partner with the marketing team to ensure technical accuracy in product descriptions and promotional materials.,Manage Documentation ProcessMaintain version control and track updates for documentation to align with product releases.Continuously review and improve documentation based on user feedback.Ensure documentation complies with industry standards and best practices.,Maintain version control and track updates for documentation to align with product releases.,Continuously review and improve documentation based on user feedback.,Ensure documentation complies with industry standards and best practices.,Assist in Training and SupportCreate training materials and knowledge base articles for internal and external stakeholders.Conduct internal training sessions on product features and updates.,Create training materials and knowledge base articles for internal and external stakeholders.,Conduct internal training sessions on product features and updates.,,,,,,,,,,,,,,,,,,"Bachelor's degree in Engineering, Technical Writing, Computer Science, or a related field.","1+ years of experience in technical writing, engineering documentation, or a similar role.","Strong understanding of drone technology, gimbals, and stabilization systems or robotics field.","Ability to read and interpret engineering schematics, technical drawings, and API documentation.",Excellent written and verbal communication skills in English.,"Proficiency in documentation tools (e.g., Markdown, LaTeX, Confluence, Adobe FrameMaker, or similar).","Basic knowledge of software development, API documentation, and firmware update processes.",Attention to detail and a structured approach to organizing technical information.,"Experience with UAVs, camera integration, or embedded systems.","Familiarity with scripting languages (Python, Bash) or software development environments.","Knowledge of content management systems (CMS) and document version control tools (Git, Doxygen).",Experience creating instructional videos or interactive documentation.,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Bằng cấp: Đại học,Độ tuổi: 22 - 30,Lương: Cạnh tranh,,,,,,,,,Cạnh tranh,technical support engineer,technical document,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,Technical Document Engineer,19/12/2025
6948093bcb490f02d21a3748,https://careerviet.vn/vi/tim-viec-lam/novaservice-chuyen-vien-cao-cap-to-chuc-phan-tich-nghiep-vu-cntt.35C635E2.html,Laptop,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,,,,,,,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,2025-12-21T21:50:35.618Z,16/01/2026,Nhân viên chính thức,4 - 5 Năm,"CNTT - Phần mềm , CNTT - Phần cứng / Mạng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Bằng cấp: Đại học,Độ tuổi: Không giới hạn tuổi,Lương: 20 Tr - 30 Tr VND,,,,,,,,,20 Tr - 30 Tr VND,[novaservice] chuyên viên cao cấp tổ chức phân tích nghiệp vụ cntt,kỹ sư bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,careerviet,[NovaService] Chuyên viên cao cấp Tổ chức Phân tích Nghiệp vụ CNTT,19/12/2025
6948093ccb490f02d21a3749,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it-ho-tro-van-hanh-phan-mem.35C635D9.html,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Du lịch nước ngoài,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao,,,,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,2025-12-21T21:50:36.153Z,26/01/2026,Nhân viên chính thức,1 - 3 Năm,"CNTT - Phần cứng / Mạng , CNTT - Phần mềm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hà Nội,,,Bằng cấp: Cao đẳng,Độ tuổi: Không giới hạn tuổi,Lương: 13 Tr - 17 Tr VND,,,,,,,,,13 Tr - 17 Tr VND,nhân viên it hỗ trợ vận hành phần mềm,it engineer,it specialist,it support,it supervisor,nhân viên tin học,it helpdesk,it officer,it executive,it staff,it administrator,,,,,,,,,,,,,,,,,careerviet,Nhân Viên IT hỗ trợ vận hành phần mềm,19/12/2025
6948093ccb490f02d21a374a,https://careerviet.vn/vi/tim-viec-lam/novaservice-chuyen-vien-to-chuc-quan-tri-mang-phong-cntt.35C635C4.html,Laptop,Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,,,,,,,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,2025-12-21T21:50:36.764Z,16/01/2026,Nhân viên chính thức,3 - 4 Năm,"CNTT - Phần mềm , CNTT - Phần cứng / Mạng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân viên,Hồ Chí Minh,,,Bằng cấp: Đại học,Độ tuổi: Không giới hạn tuổi,Lương: 15 Tr - 20 Tr VND,,,,,,,,,15 Tr - 20 Tr VND,[novaservice] chuyên viên tổ chức quản trị mạng - phòng cntt,network administrator,network engineer,network system,it network supervisor,quản trị hệ thống voice ip,network admin,it networking,kỹ sư hệ thống mạng,kỹ sư mạng máy tính,network and infrastructure,,,,,,,,,,,,,,,,,careerviet,[NovaService] Chuyên viên tổ chức Quản trị mạng - phòng CNTT,19/12/2025
